,0,1,2,3,4,5,6,7,8,labels
0,43.0,0.0,84.0,0.0,42.0,-2.0,41.0,43.0,2.0,-1.0
1,44.0,5.0,86.0,0.0,44.0,1.0,42.0,42.0,0.0,-1.0
2,37.0,0.0,103.0,0.0,26.0,6.0,66.0,77.0,12.0,-1.0
3,44.0,0.0,76.0,1.0,42.0,-24.0,32.0,34.0,2.0,-1.0
4,52.0,-3.0,80.0,0.0,52.0,0.0,28.0,28.0,0.0,-1.0
5,45.0,-1.0,86.0,-6.0,44.0,-13.0,40.0,42.0,2.0,-1.0
6,49.0,0.0,86.0,0.0,46.0,-18.0,38.0,40.0,2.0,-1.0
7,51.0,0.0,79.0,0.0,52.0,6.0,27.0,27.0,0.0,-1.0
8,37.0,0.0,78.0,0.0,30.0,17.0,41.0,47.0,6.0,-1.0
9,45.0,-1.0,79.0,0.0,46.0,11.0,33.0,32.0,0.0,-1.0
10,49.0,-3.0,86.0,0.0,50.0,0.0,37.0,37.0,0.0,-1.0
11,44.0,0.0,90.0,-3.0,44.0,2.0,46.0,46.0,0.0,-1.0
12,44.0,0.0,89.0,0.0,44.0,13.0,45.0,45.0,0.0,-1.0
13,41.0,-2.0,79.0,7.0,38.0,-12.0,39.0,41.0,2.0,-1.0
14,37.0,0.0,77.0,0.0,38.0,30.0,40.0,39.0,0.0,-1.0
15,37.0,0.0,83.0,0.0,16.0,-14.0,47.0,68.0,22.0,-1.0
16,37.0,1.0,90.0,0.0,20.0,9.0,53.0,70.0,16.0,-1.0
17,37.0,0.0,95.0,0.0,8.0,-21.0,58.0,87.0,30.0,-1.0
18,37.0,0.0,79.0,0.0,38.0,18.0,42.0,41.0,0.0,-1.0
19,41.0,4.0,88.0,-3.0,38.0,0.0,48.0,50.0,2.0,-1.0
20,37.0,0.0,104.0,-1.0,28.0,5.0,67.0,75.0,8.0,-1.0
21,37.0,0.0,103.0,0.0,20.0,-14.0,66.0,82.0,16.0,-1.0
22,45.0,-5.0,77.0,0.0,44.0,-16.0,31.0,33.0,2.0,-1.0
23,37.0,0.0,77.0,0.0,34.0,0.0,40.0,44.0,4.0,-1.0
24,49.0,0.0,86.0,1.0,46.0,-18.0,38.0,40.0,2.0,-1.0
25,53.0,0.0,102.0,0.0,54.0,1.0,49.0,48.0,0.0,-1.0
26,45.0,0.0,79.0,-1.0,44.0,-10.0,33.0,35.0,2.0,-1.0
27,49.0,0.0,81.0,0.0,50.0,13.0,33.0,32.0,0.0,-1.0
28,39.0,1.0,81.0,0.0,38.0,0.0,41.0,42.0,0.0,-1.0
29,44.0,1.0,76.0,0.0,44.0,1.0,31.0,32.0,0.0,-1.0
30,45.0,0.0,81.0,-2.0,46.0,31.0,36.0,35.0,0.0,-1.0
31,50.0,0.0,87.0,0.0,50.0,0.0,37.0,38.0,2.0,-1.0
32,45.0,0.0,81.0,0.0,46.0,29.0,36.0,35.0,0.0,-1.0
33,42.0,5.0,79.0,0.0,42.0,0.0,37.0,37.0,0.0,-1.0
34,44.0,1.0,79.0,0.0,44.0,4.0,36.0,35.0,0.0,-1.0
35,44.0,0.0,81.0,0.0,42.0,-13.0,38.0,40.0,2.0,-1.0
36,37.0,0.0,80.0,0.0,36.0,2.0,43.0,44.0,2.0,-1.0
37,56.0,0.0,107.0,-4.0,54.0,-10.0,51.0,53.0,2.0,-1.0
38,49.0,0.0,82.0,0.0,46.0,-14.0,33.0,35.0,2.0,-1.0
39,38.0,0.0,81.0,0.0,36.0,-26.0,43.0,44.0,2.0,-1.0
40,53.0,0.0,78.0,3.0,54.0,16.0,25.0,24.0,0.0,-1.0
41,37.0,0.0,106.0,-5.0,36.0,0.0,69.0,70.0,0.0,-1.0
42,46.0,0.0,86.0,5.0,46.0,0.0,40.0,39.0,0.0,-1.0
43,48.0,0.0,102.0,-3.0,46.0,-9.0,53.0,55.0,2.0,-1.0
44,50.0,2.0,78.0,0.0,50.0,0.0,28.0,29.0,0.0,-1.0
45,42.0,0.0,84.0,2.0,42.0,0.0,42.0,43.0,0.0,-1.0
46,43.0,0.0,84.0,0.0,44.0,23.0,41.0,41.0,0.0,-1.0
47,51.0,0.0,80.0,0.0,52.0,18.0,29.0,28.0,0.0,-1.0
48,38.0,0.0,106.0,0.0,38.0,22.0,68.0,67.0,0.0,-1.0
49,46.0,2.0,77.0,-5.0,46.0,0.0,31.0,30.0,0.0,-1.0
50,66.0,0.0,113.0,0.0,64.0,0.0,47.0,48.0,0.0,-1.0
51,52.0,-3.0,87.0,0.0,52.0,-1.0,35.0,35.0,0.0,-1.0
52,39.0,-2.0,76.0,6.0,38.0,0.0,37.0,37.0,0.0,-1.0
53,37.0,0.0,95.0,-2.0,18.0,-8.0,58.0,77.0,18.0,-1.0
54,45.0,0.0,76.0,-1.0,44.0,-2.0,31.0,32.0,2.0,-1.0
55,44.0,-2.0,81.0,0.0,44.0,7.0,37.0,37.0,0.0,-1.0
56,46.0,-2.0,86.0,-1.0,46.0,0.0,41.0,40.0,0.0,-1.0
57,37.0,0.0,80.0,0.0,6.0,-15.0,43.0,75.0,32.0,-1.0
58,43.0,-4.0,77.0,0.0,42.0,0.0,35.0,36.0,2.0,-1.0
59,37.0,5.0,79.0,5.0,24.0,0.0,42.0,56.0,14.0,-1.0
60,41.0,3.0,83.0,0.0,38.0,-3.0,42.0,44.0,2.0,-1.0
61,51.0,0.0,88.0,0.0,50.0,-18.0,37.0,39.0,2.0,-1.0
62,43.0,0.0,77.0,-2.0,44.0,11.0,34.0,33.0,0.0,-1.0
63,37.0,0.0,97.0,6.0,10.0,0.0,59.0,86.0,28.0,-1.0
64,42.0,2.0,108.0,0.0,42.0,0.0,66.0,67.0,0.0,-1.0
65,37.0,0.0,77.0,-2.0,30.0,12.0,40.0,46.0,6.0,-1.0
66,43.0,-5.0,76.0,0.0,42.0,0.0,33.0,34.0,2.0,-1.0
67,37.0,0.0,90.0,0.0,30.0,-13.0,53.0,59.0,6.0,-1.0
68,37.0,0.0,79.0,0.0,12.0,-30.0,43.0,66.0,24.0,-1.0
69,37.0,0.0,78.0,0.0,10.0,-27.0,42.0,68.0,26.0,-1.0
70,44.0,0.0,76.0,2.0,44.0,0.0,31.0,32.0,0.0,-1.0
71,39.0,2.0,79.0,0.0,38.0,0.0,39.0,40.0,0.0,-1.0
72,53.0,-4.0,77.0,0.0,54.0,0.0,23.0,23.0,0.0,-1.0
73,37.0,0.0,77.0,3.0,28.0,0.0,40.0,48.0,8.0,-1.0
74,56.0,2.0,88.0,0.0,56.0,1.0,31.0,31.0,0.0,-1.0
75,38.0,0.0,76.0,0.0,36.0,-29.0,38.0,39.0,2.0,-1.0
76,37.0,0.0,96.0,0.0,16.0,28.0,59.0,81.0,22.0,-1.0
77,49.0,0.0,86.0,1.0,50.0,21.0,38.0,37.0,0.0,-1.0
78,37.0,0.0,100.0,0.0,34.0,16.0,64.0,67.0,4.0,-1.0
79,45.0,0.0,81.0,0.0,44.0,-8.0,36.0,37.0,2.0,-1.0
80,37.0,0.0,90.0,0.0,20.0,-20.0,52.0,69.0,16.0,-1.0
81,51.0,0.0,77.0,0.0,50.0,-2.0,26.0,28.0,2.0,-1.0
82,37.0,0.0,83.0,0.0,10.0,-30.0,46.0,72.0,26.0,-1.0
83,48.0,-1.0,83.0,-4.0,46.0,-6.0,35.0,37.0,2.0,-1.0
84,45.0,-3.0,79.0,0.0,44.0,-12.0,33.0,35.0,2.0,-1.0
85,50.0,0.0,86.0,-2.0,50.0,0.0,36.0,37.0,0.0,-1.0
86,37.0,-4.0,99.0,0.0,28.0,0.0,62.0,71.0,8.0,-1.0
87,43.0,0.0,81.0,3.0,42.0,-6.0,37.0,39.0,2.0,-1.0
88,41.0,-5.0,80.0,0.0,38.0,-13.0,39.0,41.0,2.0,-1.0
89,37.0,0.0,81.0,2.0,26.0,0.0,44.0,55.0,10.0,-1.0
90,46.0,0.0,109.0,1.0,46.0,0.0,63.0,63.0,0.0,-1.0
91,37.0,0.0,75.0,0.0,24.0,14.0,38.0,52.0,14.0,-1.0
92,37.0,0.0,96.0,2.0,24.0,-5.0,59.0,73.0,14.0,-1.0
93,39.0,-4.0,88.0,0.0,38.0,0.0,49.0,50.0,0.0,-1.0
94,49.0,0.0,77.0,0.0,50.0,12.0,29.0,28.0,0.0,-1.0
95,37.0,0.0,77.0,0.0,36.0,3.0,39.0,41.0,2.0,-1.0
96,37.0,0.0,106.0,0.0,20.0,-20.0,69.0,85.0,16.0,-1.0
97,37.0,-1.0,76.0,0.0,36.0,0.0,39.0,39.0,0.0,-1.0
98,44.0,-5.0,77.0,0.0,44.0,0.0,33.0,34.0,0.0,-1.0
99,53.0,1.0,86.0,0.0,52.0,-23.0,33.0,34.0,2.0,-1.0
100,50.0,3.0,88.0,0.0,50.0,0.0,38.0,39.0,0.0,-1.0
101,37.0,0.0,82.0,2.0,26.0,-19.0,45.0,56.0,10.0,-1.0
102,51.0,1.0,88.0,0.0,52.0,9.0,37.0,37.0,0.0,-1.0
103,44.0,4.0,86.0,0.0,44.0,1.0,42.0,42.0,0.0,-1.0
104,37.0,0.0,96.0,0.0,30.0,19.0,59.0,65.0,6.0,-1.0
105,45.0,0.0,86.0,-3.0,46.0,16.0,41.0,40.0,0.0,-1.0
106,41.0,4.0,76.0,0.0,42.0,6.0,35.0,35.0,0.0,-1.0
107,44.0,4.0,83.0,-2.0,44.0,1.0,38.0,39.0,0.0,-1.0
108,45.0,0.0,82.0,-4.0,44.0,0.0,37.0,38.0,2.0,-1.0
109,38.0,0.0,97.0,3.0,38.0,1.0,59.0,58.0,0.0,-1.0
110,37.0,0.0,80.0,0.0,6.0,-17.0,43.0,75.0,32.0,-1.0
111,48.0,5.0,79.0,1.0,46.0,0.0,30.0,32.0,2.0,-1.0
112,49.0,0.0,79.0,0.0,50.0,24.0,30.0,30.0,0.0,-1.0
113,55.0,0.0,81.0,-4.0,54.0,0.0,26.0,26.0,0.0,-1.0
114,41.0,0.0,76.0,0.0,42.0,0.0,35.0,35.0,0.0,-1.0
115,37.0,0.0,97.0,-6.0,20.0,0.0,60.0,76.0,16.0,-1.0
116,37.0,0.0,78.0,0.0,-2.0,7.0,42.0,81.0,40.0,-1.0
117,57.0,0.0,84.0,2.0,56.0,0.0,27.0,27.0,0.0,-1.0
118,60.0,0.0,108.0,-1.0,60.0,0.0,49.0,49.0,0.0,-1.0
119,66.0,0.0,109.0,0.0,64.0,-17.0,43.0,45.0,2.0,-1.0
