,0,1,2,3,4,5,6,7,8,labels
0,43.0,0.0,84.0,0.0,42.0,-1.0,41.0,43.0,2.0,-1.0
1,56.0,2.0,81.0,0.0,54.0,-8.0,25.0,27.0,2.0,-1.0
2,44.0,0.0,81.0,0.0,44.0,6.0,37.0,37.0,0.0,-1.0
3,50.0,-2.0,77.0,0.0,50.0,0.0,27.0,28.0,0.0,-1.0
4,48.0,0.0,83.0,0.0,46.0,-2.0,34.0,36.0,2.0,-1.0
5,37.0,0.0,76.0,1.0,36.0,11.0,39.0,40.0,2.0,-1.0
6,55.0,0.0,81.0,0.0,56.0,26.0,26.0,24.0,0.0,-1.0
7,48.0,1.0,81.0,5.0,46.0,0.0,33.0,34.0,2.0,-1.0
8,49.0,3.0,79.0,1.0,46.0,-12.0,30.0,32.0,2.0,-1.0
9,38.0,0.0,83.0,-2.0,38.0,-4.0,45.0,44.0,0.0,-1.0
10,53.0,0.0,78.0,0.0,54.0,23.0,25.0,24.0,0.0,-1.0
11,51.0,-3.0,83.0,0.0,52.0,0.0,32.0,32.0,0.0,-1.0
12,45.0,-3.0,80.0,0.0,46.0,11.0,35.0,34.0,0.0,-1.0
13,37.0,-2.0,80.0,0.0,20.0,2.0,43.0,59.0,16.0,-1.0
14,37.0,0.0,103.0,-3.0,20.0,0.0,66.0,82.0,16.0,-1.0
15,37.0,0.0,79.0,0.0,0.0,-2.0,42.0,79.0,36.0,-1.0
16,46.0,1.0,81.0,0.0,46.0,9.0,35.0,35.0,0.0,-1.0
17,49.0,0.0,107.0,0.0,46.0,-19.0,58.0,60.0,2.0,-1.0
18,45.0,-3.0,107.0,0.0,46.0,15.0,62.0,60.0,0.0,-1.0
19,37.0,0.0,77.0,-3.0,-10.0,10.0,40.0,87.0,46.0,-1.0
20,49.0,2.0,83.0,0.0,46.0,-2.0,34.0,37.0,2.0,-1.0
21,45.0,-5.0,79.0,0.0,44.0,0.0,35.0,35.0,0.0,-1.0
22,41.0,0.0,79.0,7.0,42.0,7.0,38.0,38.0,0.0,-1.0
23,42.0,1.0,79.0,1.0,42.0,0.0,37.0,37.0,0.0,-1.0
24,44.0,4.0,86.0,2.0,42.0,-20.0,43.0,45.0,2.0,-1.0
25,42.0,-5.0,81.0,0.0,42.0,0.0,39.0,40.0,0.0,-1.0
26,44.0,-4.0,89.0,0.0,44.0,0.0,45.0,45.0,0.0,-1.0
27,49.0,0.0,77.0,0.0,50.0,12.0,28.0,28.0,0.0,-1.0
28,46.0,0.0,88.0,-1.0,46.0,8.0,43.0,42.0,0.0,-1.0
29,48.0,0.0,80.0,-6.0,46.0,0.0,32.0,34.0,2.0,-1.0
30,47.0,-4.0,108.0,0.0,46.0,0.0,62.0,62.0,0.0,-1.0
31,44.0,-1.0,87.0,-7.0,44.0,0.0,43.0,43.0,0.0,-1.0
32,37.0,0.0,107.0,0.0,28.0,0.0,69.0,78.0,8.0,-1.0
33,39.0,-2.0,82.0,1.0,38.0,0.0,43.0,43.0,0.0,-1.0
34,40.0,0.0,88.0,-1.0,38.0,0.0,48.0,50.0,2.0,-1.0
35,37.0,0.0,76.0,0.0,20.0,-16.0,39.0,55.0,16.0,-1.0
36,37.0,0.0,78.0,-3.0,24.0,0.0,42.0,55.0,14.0,-1.0
37,37.0,0.0,78.0,0.0,16.0,14.0,42.0,63.0,22.0,-1.0
38,47.0,-2.0,78.0,0.0,46.0,0.0,31.0,32.0,0.0,-1.0
39,55.0,-1.0,80.0,0.0,54.0,-2.0,25.0,26.0,2.0,-1.0
40,42.0,0.0,86.0,-6.0,42.0,0.0,44.0,45.0,0.0,-1.0
41,42.0,2.0,88.0,0.0,42.0,0.0,46.0,47.0,2.0,-1.0
42,38.0,0.0,106.0,0.0,38.0,1.0,68.0,67.0,0.0,-1.0
43,41.0,-2.0,100.0,0.0,42.0,8.0,59.0,59.0,0.0,-1.0
44,37.0,0.0,80.0,-1.0,38.0,13.0,43.0,41.0,0.0,-1.0
45,50.0,0.0,77.0,0.0,50.0,-1.0,27.0,28.0,2.0,-1.0
46,49.0,0.0,87.0,4.0,50.0,18.0,38.0,38.0,0.0,-1.0
47,53.0,1.0,79.0,0.0,54.0,22.0,26.0,24.0,0.0,-1.0
48,37.0,0.0,93.0,0.0,12.0,-11.0,55.0,80.0,24.0,-1.0
49,41.0,4.0,88.0,0.0,38.0,-23.0,47.0,50.0,2.0,-1.0
50,43.0,-1.0,85.0,-4.0,44.0,-12.0,42.0,41.0,0.0,-1.0
51,56.0,0.0,86.0,0.0,54.0,-29.0,30.0,32.0,2.0,-1.0
52,38.0,0.0,77.0,7.0,38.0,0.0,39.0,38.0,0.0,-1.0
53,56.0,1.0,87.0,0.0,56.0,20.0,31.0,30.0,0.0,-1.0
54,37.0,0.0,82.0,0.0,10.0,1.0,45.0,72.0,26.0,-1.0
55,37.0,0.0,92.0,0.0,6.0,-1.0,55.0,86.0,32.0,-1.0
56,39.0,-5.0,76.0,-2.0,-2.0,0.0,37.0,79.0,42.0,-1.0
57,56.0,0.0,86.0,0.0,56.0,15.0,31.0,30.0,0.0,-1.0
58,47.0,2.0,102.0,-1.0,46.0,0.0,55.0,55.0,0.0,-1.0
59,44.0,1.0,95.0,0.0,42.0,-14.0,52.0,54.0,2.0,-1.0
60,41.0,3.0,81.0,0.0,38.0,-17.0,39.0,42.0,2.0,-1.0
