,0,1,2,3,4,5,6,7,8,labels
0,37.0,0.0,81.0,0.0,38.0,20.0,44.0,43.0,0.0,-1.0
1,48.0,-1.0,79.0,0.0,46.0,0.0,31.0,33.0,2.0,-1.0
2,41.0,0.0,77.0,1.0,38.0,-30.0,36.0,39.0,2.0,-1.0
3,41.0,0.0,83.0,0.0,38.0,-13.0,42.0,44.0,2.0,-1.0
4,51.0,0.0,84.0,0.0,50.0,-5.0,34.0,35.0,2.0,-1.0
5,43.0,0.0,81.0,-6.0,42.0,0.0,38.0,40.0,2.0,-1.0
6,37.0,0.0,95.0,0.0,28.0,2.0,58.0,67.0,8.0,-1.0
7,41.0,0.0,77.0,-1.0,42.0,5.0,36.0,35.0,0.0,-1.0
8,37.0,0.0,93.0,5.0,26.0,4.0,55.0,67.0,12.0,-1.0
9,37.0,0.0,79.0,0.0,2.0,8.0,42.0,76.0,34.0,-1.0
10,51.0,1.0,81.0,8.0,50.0,0.0,30.0,32.0,2.0,-1.0
11,45.0,0.0,79.0,0.0,46.0,20.0,33.0,32.0,0.0,-1.0
12,42.0,-1.0,83.0,-4.0,42.0,0.0,41.0,41.0,0.0,-1.0
13,42.0,-4.0,76.0,0.0,42.0,0.0,33.0,34.0,2.0,-1.0
14,37.0,0.0,81.0,1.0,8.0,0.0,44.0,73.0,28.0,-1.0
15,37.0,0.0,77.0,0.0,20.0,31.0,40.0,57.0,16.0,-1.0
16,38.0,0.0,109.0,0.0,38.0,10.0,72.0,71.0,0.0,-1.0
17,45.0,1.0,76.0,0.0,46.0,29.0,30.0,29.0,0.0,-1.0
18,51.0,0.0,83.0,-3.0,52.0,17.0,32.0,32.0,0.0,-1.0
19,41.0,0.0,77.0,0.0,42.0,0.0,36.0,35.0,0.0,-1.0
20,37.0,0.0,105.0,0.0,36.0,2.0,68.0,69.0,2.0,-1.0
21,54.0,5.0,80.0,0.0,54.0,0.0,26.0,26.0,0.0,-1.0
22,49.0,-3.0,87.0,0.0,50.0,2.0,38.0,38.0,0.0,-1.0
23,37.0,0.0,82.0,0.0,-2.0,4.0,45.0,85.0,40.0,-1.0
24,45.0,0.0,108.0,0.0,46.0,15.0,62.0,61.0,0.0,-1.0
25,45.0,-1.0,81.0,-3.0,44.0,-14.0,36.0,37.0,2.0,-1.0
26,42.0,0.0,84.0,-4.0,42.0,0.0,42.0,43.0,0.0,-1.0
27,37.0,-2.0,76.0,0.0,36.0,-24.0,38.0,39.0,2.0,-1.0
28,53.0,0.0,81.0,0.0,52.0,0.0,28.0,30.0,2.0,-1.0
29,37.0,0.0,98.0,1.0,30.0,-16.0,61.0,67.0,6.0,-1.0
30,37.0,0.0,83.0,0.0,28.0,-8.0,46.0,54.0,8.0,-1.0
31,43.0,0.0,79.0,0.0,44.0,11.0,35.0,35.0,0.0,-1.0
32,49.0,-1.0,88.0,0.0,46.0,-21.0,39.0,41.0,2.0,-1.0
33,37.0,0.0,106.0,-2.0,30.0,0.0,69.0,75.0,6.0,-1.0
34,45.0,0.0,83.0,-4.0,44.0,0.0,37.0,39.0,2.0,-1.0
35,37.0,0.0,76.0,-2.0,20.0,-5.0,40.0,55.0,16.0,-1.0
36,37.0,0.0,77.0,-2.0,2.0,0.0,40.0,75.0,34.0,-1.0
37,52.0,0.0,79.0,-2.0,52.0,0.0,28.0,28.0,0.0,-1.0
38,50.0,0.0,106.0,2.0,50.0,0.0,56.0,57.0,0.0,-1.0
39,41.0,-1.0,80.0,0.0,38.0,-12.0,39.0,41.0,2.0,-1.0
40,52.0,2.0,88.0,0.0,52.0,0.0,36.0,37.0,0.0,-1.0
41,45.0,-5.0,82.0,0.0,44.0,-3.0,37.0,38.0,2.0,-1.0
42,44.0,2.0,77.0,0.0,44.0,17.0,33.0,33.0,0.0,-1.0
43,53.0,-5.0,81.0,0.0,54.0,0.0,28.0,27.0,0.0,-1.0
44,37.0,0.0,74.0,-5.0,28.0,0.0,37.0,46.0,8.0,-1.0
45,43.0,0.0,75.0,0.0,42.0,-19.0,32.0,34.0,2.0,-1.0
46,41.0,4.0,77.0,0.0,38.0,-17.0,36.0,38.0,2.0,-1.0
47,42.0,0.0,76.0,-3.0,42.0,0.0,35.0,35.0,0.0,-1.0
48,49.0,3.0,84.0,0.0,50.0,14.0,35.0,35.0,0.0,-1.0
49,44.0,0.0,86.0,0.0,44.0,10.0,42.0,42.0,0.0,-1.0
50,37.0,0.0,80.0,-3.0,26.0,0.0,43.0,54.0,10.0,-1.0
51,37.0,0.0,79.0,0.0,36.0,23.0,42.0,43.0,2.0,-1.0
52,51.0,0.0,82.0,4.0,50.0,-14.0,31.0,33.0,2.0,-1.0
53,50.0,0.0,107.0,-2.0,50.0,0.0,57.0,58.0,0.0,-1.0
54,49.0,0.0,84.0,-3.0,50.0,-15.0,35.0,35.0,0.0,-1.0
55,37.0,0.0,76.0,0.0,34.0,-10.0,39.0,43.0,4.0,-1.0
56,37.0,0.0,83.0,0.0,0.0,11.0,47.0,83.0,36.0,-1.0
57,44.0,0.0,76.0,-4.0,44.0,0.0,32.0,32.0,0.0,-1.0
58,49.0,0.0,89.0,0.0,46.0,-19.0,40.0,42.0,2.0,-1.0
59,44.0,5.0,83.0,0.0,44.0,1.0,38.0,39.0,0.0,-1.0
60,41.0,0.0,87.0,1.0,38.0,-16.0,46.0,48.0,2.0,-1.0
61,46.0,-2.0,83.0,0.0,46.0,0.0,36.0,36.0,0.0,-1.0
62,48.0,3.0,78.0,0.0,46.0,0.0,30.0,32.0,2.0,-1.0
63,55.0,0.0,78.0,0.0,54.0,-5.0,23.0,24.0,2.0,-1.0
64,42.0,-1.0,81.0,0.0,42.0,0.0,40.0,40.0,0.0,-1.0
65,45.0,0.0,76.0,0.0,44.0,0.0,31.0,32.0,2.0,-1.0
66,46.0,0.0,88.0,0.0,46.0,1.0,43.0,42.0,0.0,-1.0
67,37.0,0.0,79.0,0.0,8.0,22.0,42.0,71.0,28.0,-1.0
68,37.0,5.0,76.0,0.0,28.0,0.0,39.0,47.0,8.0,-1.0
69,46.0,0.0,85.0,0.0,44.0,-13.0,39.0,41.0,2.0,-1.0
70,37.0,0.0,76.0,4.0,26.0,0.0,39.0,50.0,10.0,-1.0
71,45.0,-1.0,76.0,0.0,46.0,12.0,31.0,30.0,0.0,-1.0
72,49.0,0.0,83.0,1.0,50.0,0.0,33.0,33.0,0.0,-1.0
73,67.0,0.0,109.0,0.0,68.0,0.0,43.0,42.0,0.0,-1.0
74,46.0,0.0,86.0,-4.0,46.0,1.0,41.0,40.0,0.0,-1.0
75,45.0,0.0,78.0,0.0,46.0,12.0,33.0,32.0,0.0,-1.0
76,38.0,0.0,105.0,-2.0,38.0,-3.0,67.0,66.0,0.0,-1.0
77,53.0,2.0,85.0,0.0,54.0,1.0,32.0,31.0,0.0,-1.0
78,55.0,1.0,83.0,0.0,54.0,0.0,28.0,28.0,0.0,-1.0
79,52.0,0.0,82.0,-1.0,52.0,-2.0,29.0,30.0,0.0,-1.0
80,41.0,-3.0,76.0,0.0,42.0,16.0,35.0,35.0,0.0,-1.0
81,39.0,1.0,85.0,-2.0,38.0,0.0,46.0,46.0,0.0,-1.0
82,52.0,-1.0,82.0,0.0,52.0,0.0,29.0,30.0,0.0,-1.0
83,56.0,0.0,91.0,0.0,56.0,4.0,35.0,34.0,0.0,-1.0
84,46.0,1.0,108.0,3.0,46.0,3.0,62.0,61.0,0.0,-1.0
85,47.0,-4.0,81.0,0.0,46.0,0.0,34.0,35.0,0.0,-1.0
86,53.0,1.0,85.0,0.0,54.0,1.0,32.0,31.0,0.0,-1.0
87,37.0,0.0,77.0,-5.0,36.0,-21.0,39.0,41.0,2.0,-1.0
88,50.0,-1.0,86.0,0.0,50.0,0.0,37.0,37.0,0.0,-1.0
89,55.0,2.0,81.0,4.0,54.0,0.0,25.0,26.0,2.0,-1.0
90,55.0,-1.0,85.0,0.0,54.0,-3.0,30.0,31.0,2.0,-1.0
91,37.0,4.0,100.0,-3.0,28.0,0.0,62.0,71.0,8.0,-1.0
92,37.0,0.0,98.0,6.0,30.0,0.0,61.0,67.0,6.0,-1.0
93,37.0,1.0,81.0,-1.0,34.0,0.0,44.0,48.0,4.0,-1.0
94,41.0,0.0,79.0,3.0,42.0,23.0,38.0,37.0,0.0,-1.0
95,37.0,0.0,77.0,0.0,18.0,27.0,40.0,59.0,18.0,-1.0
96,37.0,0.0,108.0,0.0,34.0,-30.0,71.0,75.0,4.0,-1.0
97,37.0,0.0,79.0,-6.0,34.0,0.0,42.0,46.0,4.0,-1.0
98,37.0,0.0,100.0,-7.0,28.0,0.0,64.0,72.0,8.0,-1.0
99,37.0,0.0,90.0,5.0,8.0,26.0,53.0,82.0,30.0,-1.0
100,37.0,0.0,80.0,-6.0,34.0,0.0,43.0,46.0,4.0,-1.0
101,48.0,-2.0,89.0,-1.0,46.0,-5.0,41.0,42.0,2.0,-1.0
102,37.0,0.0,78.0,0.0,-4.0,13.0,42.0,83.0,42.0,-1.0
103,37.0,0.0,76.0,0.0,34.0,-16.0,40.0,43.0,2.0,-1.0
104,53.0,-1.0,80.0,0.0,52.0,-19.0,27.0,28.0,2.0,-1.0
105,42.0,4.0,78.0,-7.0,42.0,0.0,36.0,37.0,0.0,-1.0
106,37.0,0.0,103.0,0.0,20.0,22.0,66.0,82.0,16.0,-1.0
107,43.0,0.0,75.0,-1.0,42.0,-1.0,32.0,34.0,2.0,-1.0
108,45.0,0.0,86.0,-3.0,44.0,-4.0,41.0,42.0,2.0,-1.0
