,0,1,2,3,4,5,6,7,8,labels
0,50.0,-3.0,77.0,0.0,50.0,0.0,27.0,28.0,0.0,-1.0
1,45.0,0.0,83.0,-2.0,44.0,-4.0,37.0,39.0,2.0,-1.0
2,46.0,-5.0,80.0,-1.0,46.0,0.0,34.0,34.0,0.0,-1.0
3,37.0,0.0,80.0,0.0,8.0,0.0,43.0,72.0,30.0,-1.0
4,37.0,0.0,92.0,3.0,8.0,20.0,54.0,84.0,30.0,-1.0
5,37.0,0.0,104.0,0.0,18.0,-19.0,67.0,86.0,18.0,-1.0
6,45.0,0.0,81.0,-5.0,44.0,0.0,36.0,37.0,2.0,-1.0
7,37.0,1.0,76.0,0.0,34.0,0.0,38.0,42.0,4.0,-1.0
8,49.0,0.0,110.0,-1.0,46.0,-5.0,61.0,64.0,2.0,-1.0
9,37.0,0.0,97.0,0.0,36.0,17.0,59.0,60.0,2.0,-1.0
10,51.0,4.0,82.0,0.0,50.0,0.0,31.0,33.0,2.0,-1.0
11,47.0,0.0,88.0,5.0,46.0,0.0,40.0,41.0,0.0,-1.0
12,53.0,-1.0,88.0,3.0,52.0,-12.0,35.0,36.0,2.0,-1.0
13,50.0,0.0,78.0,-3.0,50.0,0.0,28.0,29.0,2.0,-1.0
14,50.0,0.0,89.0,-1.0,50.0,0.0,39.0,40.0,0.0,-1.0
15,51.0,0.0,88.0,0.0,52.0,8.0,36.0,36.0,0.0,-1.0
16,52.0,-2.0,86.0,0.0,52.0,0.0,34.0,34.0,0.0,-1.0
17,37.0,0.0,108.0,0.0,30.0,-10.0,71.0,77.0,6.0,-1.0
18,41.0,1.0,75.0,0.0,42.0,7.0,34.0,34.0,0.0,-1.0
19,56.0,0.0,86.0,0.0,56.0,16.0,30.0,29.0,0.0,-1.0
20,37.0,0.0,104.0,0.0,34.0,5.0,67.0,71.0,4.0,-1.0
21,55.0,0.0,79.0,0.0,54.0,-9.0,24.0,25.0,2.0,-1.0
22,37.0,-2.0,75.0,0.0,28.0,12.0,38.0,46.0,8.0,-1.0
23,37.0,0.0,81.0,0.0,16.0,5.0,44.0,65.0,22.0,-1.0
24,38.0,0.0,92.0,0.0,18.0,0.0,54.0,74.0,20.0,-1.0
25,45.0,1.0,86.0,0.0,46.0,30.0,41.0,40.0,0.0,-1.0
26,37.0,0.0,93.0,0.0,30.0,16.0,56.0,62.0,6.0,-1.0
27,46.0,0.0,84.0,2.0,46.0,0.0,38.0,37.0,0.0,-1.0
28,47.0,-1.0,86.0,-1.0,46.0,0.0,39.0,39.0,0.0,-1.0
29,37.0,0.0,90.0,0.0,28.0,0.0,53.0,62.0,8.0,-1.0
30,44.0,5.0,79.0,0.0,44.0,0.0,35.0,35.0,0.0,-1.0
31,41.0,0.0,78.0,0.0,38.0,-24.0,37.0,39.0,2.0,-1.0
32,52.0,0.0,82.0,4.0,50.0,-30.0,30.0,33.0,2.0,-1.0
33,45.0,0.0,76.0,0.0,44.0,-5.0,31.0,32.0,2.0,-1.0
34,37.0,0.0,83.0,0.0,30.0,9.0,46.0,52.0,6.0,-1.0
35,46.0,2.0,81.0,0.0,46.0,9.0,35.0,35.0,0.0,-1.0
36,37.0,0.0,74.0,-7.0,20.0,-7.0,37.0,54.0,16.0,-1.0
37,49.0,0.0,79.0,2.0,46.0,-16.0,30.0,32.0,2.0,-1.0
38,39.0,-1.0,77.0,-1.0,38.0,0.0,38.0,39.0,0.0,-1.0
39,41.0,0.0,89.0,1.0,42.0,19.0,48.0,48.0,0.0,-1.0
40,45.0,0.0,77.0,0.0,46.0,20.0,32.0,31.0,0.0,-1.0
41,37.0,1.0,97.0,0.0,30.0,-10.0,60.0,66.0,6.0,-1.0
42,44.0,-2.0,89.0,0.0,44.0,4.0,45.0,45.0,0.0,-1.0
43,37.0,0.0,78.0,1.0,26.0,0.0,42.0,52.0,10.0,-1.0
44,37.0,0.0,78.0,0.0,10.0,-16.0,42.0,68.0,26.0,-1.0
45,41.0,0.0,88.0,0.0,42.0,6.0,47.0,46.0,0.0,-1.0
46,44.0,0.0,109.0,0.0,42.0,-15.0,66.0,68.0,2.0,-1.0
47,37.0,0.0,78.0,0.0,12.0,-18.0,41.0,65.0,24.0,-1.0
48,42.0,0.0,93.0,0.0,42.0,0.0,52.0,52.0,0.0,-1.0
49,46.0,3.0,93.0,0.0,46.0,3.0,48.0,47.0,0.0,-1.0
50,51.0,3.0,78.0,0.0,52.0,17.0,27.0,26.0,0.0,-1.0
51,38.0,2.0,77.0,0.0,36.0,-28.0,39.0,41.0,2.0,-1.0
52,49.0,0.0,88.0,1.0,50.0,5.0,39.0,39.0,0.0,-1.0
53,50.0,0.0,86.0,-4.0,50.0,0.0,36.0,37.0,0.0,-1.0
