,0,1,2,3,4,5,6,7,8,labels
0,102.0,3.0,104.0,3.0,72.0,15.0,1.0,31.0,30.0,-1.0
1,78.0,0.0,81.0,-2.0,-40.0,0.0,4.0,123.0,120.0,-1.0
2,107.0,0.0,108.0,-1.0,70.0,0.0,1.0,38.0,36.0,-1.0
3,107.0,0.0,108.0,-1.0,72.0,5.0,1.0,35.0,34.0,-1.0
4,79.0,0.0,83.0,0.0,-46.0,-24.0,4.0,130.0,126.0,-1.0
5,84.0,2.0,86.0,-3.0,-4.0,0.0,3.0,92.0,88.0,-1.0
6,81.0,0.0,84.0,8.0,-12.0,23.0,4.0,97.0,94.0,-1.0
7,107.0,0.0,108.0,0.0,72.0,7.0,1.0,36.0,34.0,-1.0
8,106.0,5.0,107.0,2.0,70.0,0.0,1.0,37.0,36.0,-1.0
9,81.0,0.0,84.0,0.0,-12.0,3.0,3.0,97.0,94.0,-1.0
10,81.0,4.0,84.0,0.0,-14.0,0.0,3.0,99.0,96.0,-1.0
11,84.0,6.0,89.0,0.0,6.0,-6.0,5.0,84.0,78.0,-1.0
12,79.0,0.0,83.0,0.0,-42.0,15.0,4.0,127.0,122.0,-1.0
13,105.0,-2.0,108.0,0.0,70.0,0.0,3.0,38.0,36.0,-1.0
14,82.0,0.0,85.0,0.0,-6.0,13.0,3.0,93.0,90.0,-1.0
15,78.0,-5.0,82.0,0.0,-40.0,0.0,4.0,123.0,120.0,-1.0
16,76.0,0.0,81.0,0.0,-42.0,0.0,5.0,125.0,120.0,-1.0
17,83.0,-5.0,86.0,-6.0,-4.0,0.0,3.0,92.0,88.0,-1.0
18,84.0,5.0,88.0,0.0,-2.0,0.0,3.0,90.0,88.0,-1.0
19,105.0,5.0,106.0,1.0,70.0,0.0,1.0,36.0,34.0,-1.0
20,81.0,0.0,85.0,3.0,-12.0,0.0,4.0,98.0,94.0,-1.0
21,80.0,0.0,84.0,3.0,-24.0,6.0,4.0,110.0,106.0,-1.0
22,83.0,0.0,86.0,0.0,-4.0,15.0,3.0,92.0,88.0,-1.0
23,83.0,0.0,87.0,7.0,-4.0,1.0,4.0,92.0,88.0,-1.0
24,104.0,5.0,105.0,6.0,70.0,0.0,1.0,35.0,34.0,-1.0
25,76.0,0.0,81.0,0.0,-42.0,-6.0,5.0,125.0,120.0,-1.0
26,87.0,1.0,89.0,0.0,8.0,1.0,2.0,81.0,78.0,-1.0
27,102.0,-1.0,104.0,0.0,70.0,0.0,1.0,34.0,32.0,-1.0
28,85.0,-5.0,88.0,0.0,0.0,-2.0,3.0,88.0,84.0,-1.0
29,80.0,1.0,84.0,0.0,-42.0,-29.0,4.0,128.0,124.0,-1.0
30,81.0,0.0,84.0,0.0,-18.0,-10.0,3.0,103.0,100.0,-1.0
31,105.0,1.0,106.0,0.0,70.0,-1.0,1.0,36.0,36.0,-1.0
32,83.0,0.0,86.0,-1.0,-4.0,3.0,3.0,92.0,88.0,-1.0
33,84.0,0.0,88.0,0.0,-2.0,-23.0,3.0,90.0,88.0,-1.0
34,85.0,0.0,88.0,0.0,2.0,1.0,3.0,86.0,82.0,-1.0
35,84.0,-14.0,88.0,-7.0,8.0,0.0,5.0,81.0,76.0,-1.0
36,84.0,4.0,86.0,0.0,-2.0,0.0,3.0,89.0,86.0,-1.0
37,83.0,0.0,86.0,0.0,-4.0,24.0,3.0,92.0,88.0,-1.0
38,82.0,0.0,85.0,0.0,-10.0,-4.0,3.0,95.0,92.0,-1.0
39,105.0,5.0,107.0,9.0,72.0,5.0,1.0,35.0,34.0,-1.0
40,84.0,0.0,86.0,-1.0,-2.0,0.0,3.0,89.0,86.0,-1.0
41,83.0,0.0,86.0,0.0,-6.0,-5.0,3.0,94.0,90.0,-1.0
42,81.0,0.0,86.0,3.0,-40.0,3.0,5.0,127.0,122.0,-1.0
43,82.0,0.0,86.0,0.0,-22.0,4.0,4.0,109.0,106.0,-1.0
44,105.0,0.0,106.0,-7.0,72.0,5.0,1.0,33.0,32.0,-1.0
45,71.0,-4.0,75.0,-7.0,-42.0,-29.0,4.0,119.0,114.0,-1.0
46,76.0,-4.0,80.0,0.0,-40.0,0.0,4.0,121.0,116.0,-1.0
47,81.0,0.0,84.0,0.0,-18.0,-11.0,3.0,103.0,100.0,-1.0
48,82.0,0.0,86.0,0.0,-12.0,-3.0,3.0,99.0,96.0,-1.0
49,79.0,0.0,83.0,0.0,-42.0,24.0,4.0,127.0,122.0,-1.0
50,105.0,4.0,106.0,4.0,72.0,5.0,1.0,34.0,32.0,-1.0
51,82.0,0.0,85.0,-1.0,-6.0,6.0,3.0,93.0,90.0,-1.0
52,80.0,0.0,84.0,7.0,-38.0,-2.0,5.0,123.0,118.0,-1.0
53,79.0,-1.0,84.0,0.0,-40.0,14.0,4.0,125.0,120.0,-1.0
54,82.0,0.0,87.0,1.0,-40.0,4.0,5.0,128.0,124.0,-1.0
55,107.0,0.0,108.0,-4.0,70.0,0.0,1.0,38.0,36.0,-1.0
56,102.0,2.0,104.0,2.0,72.0,9.0,1.0,31.0,30.0,-1.0
57,102.0,4.0,103.0,2.0,70.0,-3.0,1.0,33.0,32.0,-1.0
58,85.0,4.0,88.0,0.0,2.0,0.0,3.0,85.0,82.0,-1.0
59,102.0,0.0,102.0,-6.0,70.0,-5.0,1.0,33.0,32.0,-1.0
60,71.0,3.0,75.0,1.0,-42.0,-17.0,4.0,119.0,114.0,-1.0
61,85.0,0.0,88.0,0.0,0.0,-8.0,3.0,88.0,86.0,-1.0
62,103.0,4.0,104.0,2.0,70.0,0.0,1.0,35.0,34.0,-1.0
63,81.0,0.0,85.0,-7.0,-22.0,0.0,4.0,108.0,104.0,-1.0
64,85.0,0.0,89.0,0.0,6.0,19.0,4.0,84.0,80.0,-1.0
65,81.0,-3.0,85.0,0.0,-10.0,0.0,4.0,95.0,92.0,-1.0
66,103.0,-4.0,104.0,-2.0,70.0,0.0,1.0,35.0,34.0,-1.0
67,80.0,0.0,85.0,2.0,-40.0,3.0,5.0,126.0,122.0,-1.0
68,82.0,-3.0,86.0,-1.0,-40.0,0.0,5.0,128.0,124.0,-1.0
69,85.0,-3.0,88.0,0.0,2.0,-25.0,3.0,86.0,82.0,-1.0
70,86.0,2.0,89.0,0.0,8.0,0.0,3.0,81.0,78.0,-1.0
71,106.0,1.0,108.0,4.0,70.0,0.0,2.0,38.0,36.0,-1.0
72,86.0,3.0,89.0,0.0,2.0,-2.0,3.0,86.0,84.0,-1.0
73,76.0,0.0,80.0,-2.0,-40.0,0.0,4.0,121.0,118.0,-1.0
74,76.0,0.0,80.0,-3.0,-42.0,-11.0,4.0,124.0,120.0,-1.0
75,81.0,-2.0,85.0,-4.0,-40.0,0.0,4.0,126.0,122.0,-1.0
76,107.0,1.0,109.0,6.0,72.0,1.0,2.0,36.0,34.0,-1.0
77,107.0,0.0,108.0,0.0,72.0,5.0,1.0,36.0,34.0,-1.0
78,81.0,0.0,84.0,0.0,-18.0,22.0,4.0,103.0,98.0,-1.0
79,81.0,-2.0,86.0,-2.0,-40.0,0.0,4.0,127.0,122.0,-1.0
80,104.0,4.0,106.0,4.0,70.0,0.0,1.0,36.0,34.0,-1.0
81,105.0,4.0,106.0,3.0,70.0,0.0,1.0,36.0,36.0,-1.0
82,82.0,0.0,86.0,8.0,-10.0,5.0,4.0,97.0,92.0,-1.0
83,78.0,0.0,82.0,-1.0,-46.0,0.0,4.0,128.0,124.0,-1.0
84,102.0,0.0,103.0,2.0,70.0,-7.0,1.0,33.0,32.0,-1.0
85,80.0,-2.0,84.0,0.0,-14.0,-3.0,4.0,99.0,96.0,-1.0
86,87.0,0.0,89.0,0.0,8.0,0.0,2.0,81.0,78.0,-1.0
87,83.0,0.0,86.0,0.0,-2.0,31.0,3.0,89.0,86.0,-1.0
88,81.0,0.0,84.0,0.0,-14.0,19.0,3.0,100.0,96.0,-1.0
89,84.0,8.0,89.0,0.0,6.0,-10.0,5.0,84.0,80.0,-1.0
90,80.0,1.0,84.0,0.0,-38.0,0.0,4.0,123.0,118.0,-1.0
91,83.0,0.0,86.0,0.0,-2.0,0.0,3.0,88.0,86.0,-1.0
92,105.0,-1.0,106.0,0.0,72.0,3.0,1.0,34.0,32.0,-1.0
93,102.0,0.0,103.0,0.0,70.0,-17.0,1.0,33.0,32.0,-1.0
94,78.0,0.0,82.0,-4.0,-40.0,0.0,4.0,123.0,120.0,-1.0
95,76.0,4.0,81.0,0.0,-42.0,0.0,4.0,125.0,120.0,-1.0
96,78.0,5.0,81.0,0.0,-40.0,0.0,4.0,123.0,120.0,-1.0
97,82.0,1.0,86.0,3.0,-40.0,5.0,5.0,128.0,124.0,-1.0
98,82.0,0.0,86.0,1.0,-6.0,0.0,4.0,94.0,90.0,-1.0
99,81.0,-6.0,86.0,-1.0,-40.0,0.0,5.0,127.0,122.0,-1.0
100,84.0,-5.0,88.0,0.0,2.0,0.0,3.0,85.0,82.0,-1.0
101,83.0,0.0,86.0,5.0,-2.0,0.0,4.0,89.0,86.0,-1.0
102,79.0,0.0,84.0,1.0,-42.0,-3.0,4.0,128.0,124.0,-1.0
103,79.0,0.0,83.0,0.0,-40.0,-7.0,4.0,125.0,120.0,-1.0
104,102.0,0.0,103.0,0.0,70.0,-8.0,1.0,33.0,32.0,-1.0
105,79.0,0.0,84.0,0.0,-38.0,0.0,4.0,123.0,118.0,-1.0
106,105.0,-1.0,106.0,-2.0,70.0,0.0,1.0,36.0,34.0,-1.0
107,83.0,-2.0,86.0,0.0,-2.0,0.0,3.0,89.0,86.0,-1.0
108,103.0,0.0,104.0,4.0,70.0,0.0,1.0,35.0,34.0,-1.0
109,83.0,0.0,86.0,8.0,-2.0,0.0,4.0,89.0,86.0,-1.0
110,83.0,0.0,86.0,0.0,-4.0,-14.0,4.0,92.0,88.0,-1.0
111,85.0,-3.0,88.0,0.0,2.0,2.0,3.0,86.0,82.0,-1.0
112,81.0,0.0,84.0,0.0,-14.0,-15.0,4.0,100.0,96.0,-1.0
113,76.0,-1.0,81.0,0.0,-42.0,-3.0,5.0,125.0,120.0,-1.0
114,79.0,0.0,83.0,0.0,-42.0,1.0,4.0,127.0,122.0,-1.0
115,80.0,4.0,84.0,0.0,-42.0,0.0,4.0,128.0,124.0,-1.0
116,84.0,1.0,87.0,0.0,-4.0,0.0,3.0,92.0,88.0,-1.0
117,101.0,0.0,102.0,0.0,72.0,331.0,1.0,30.0,28.0,-1.0
118,79.0,-1.0,83.0,0.0,-42.0,0.0,5.0,127.0,122.0,-1.0
119,81.0,0.0,84.0,0.0,-18.0,9.0,4.0,103.0,98.0,-1.0
120,105.0,0.0,107.0,3.0,70.0,0.0,1.0,37.0,36.0,-1.0
121,82.0,-1.0,86.0,-4.0,-40.0,0.0,4.0,128.0,124.0,-1.0
122,85.0,0.0,88.0,-6.0,0.0,0.0,3.0,88.0,84.0,-1.0
123,85.0,0.0,88.0,0.0,6.0,3.0,3.0,83.0,80.0,-1.0
124,104.0,2.0,105.0,2.0,70.0,0.0,1.0,35.0,34.0,-1.0
125,105.0,2.0,106.0,1.0,70.0,0.0,1.0,36.0,36.0,-1.0
126,107.0,4.0,108.0,0.0,70.0,0.0,1.0,38.0,36.0,-1.0
127,75.0,2.0,79.0,0.0,-42.0,0.0,4.0,123.0,118.0,-1.0
128,105.0,0.0,106.0,1.0,70.0,0.0,2.0,36.0,34.0,-1.0
129,80.0,-1.0,84.0,0.0,-20.0,5.0,4.0,105.0,100.0,-1.0
130,81.0,0.0,84.0,0.0,-12.0,1.0,3.0,97.0,94.0,-1.0
131,105.0,0.0,106.0,-3.0,72.0,8.0,1.0,34.0,34.0,-1.0
132,84.0,0.0,88.0,-1.0,6.0,-3.0,4.0,83.0,78.0,-1.0
133,102.0,0.0,103.0,0.0,72.0,12.0,1.0,31.0,30.0,-1.0
134,76.0,-5.0,80.0,0.0,-40.0,0.0,4.0,121.0,116.0,-1.0
135,85.0,-4.0,88.0,0.0,2.0,3.0,3.0,86.0,82.0,-1.0
136,77.0,0.0,81.0,0.0,-40.0,15.0,4.0,123.0,118.0,-1.0
137,82.0,0.0,85.0,0.0,-6.0,6.0,3.0,93.0,90.0,-1.0
138,105.0,0.0,106.0,0.0,70.0,-30.0,1.0,36.0,36.0,-1.0
139,84.0,0.0,87.0,-7.0,0.0,2.0,3.0,87.0,84.0,-1.0
140,79.0,0.0,84.0,0.0,-10.0,32.0,4.0,94.0,90.0,-1.0
141,83.0,0.0,86.0,0.0,-4.0,9.0,3.0,92.0,88.0,-1.0
142,104.0,3.0,106.0,4.0,70.0,0.0,1.0,36.0,34.0,-1.0
143,81.0,0.0,84.0,5.0,-14.0,0.0,4.0,100.0,96.0,-1.0
144,79.0,0.0,83.0,0.0,-28.0,1.0,4.0,112.0,108.0,-1.0
145,105.0,0.0,106.0,-3.0,70.0,-3.0,1.0,36.0,36.0,-1.0
146,81.0,4.0,86.0,1.0,-40.0,5.0,4.0,127.0,122.0,-1.0
147,79.0,0.0,84.0,4.0,-42.0,-10.0,4.0,128.0,124.0,-1.0
148,79.0,0.0,83.0,0.0,-46.0,-7.0,4.0,130.0,126.0,-1.0
149,102.0,1.0,104.0,6.0,70.0,-3.0,2.0,34.0,32.0,-1.0
150,81.0,0.0,84.0,0.0,-14.0,0.0,4.0,100.0,96.0,-1.0
151,82.0,0.0,86.0,0.0,-12.0,-28.0,3.0,99.0,96.0,-1.0
152,103.0,-1.0,104.0,-1.0,70.0,0.0,1.0,35.0,34.0,-1.0
153,84.0,0.0,88.0,0.0,0.0,25.0,3.0,88.0,84.0,-1.0
154,76.0,-2.0,81.0,0.0,-40.0,0.0,4.0,122.0,118.0,-1.0
155,81.0,0.0,84.0,-3.0,-14.0,0.0,3.0,99.0,96.0,-1.0
156,85.0,-5.0,88.0,0.0,2.0,13.0,3.0,86.0,82.0,-1.0
157,80.0,4.0,84.0,0.0,-28.0,0.0,4.0,112.0,108.0,-1.0
158,81.0,0.0,84.0,0.0,-18.0,17.0,4.0,103.0,98.0,-1.0
159,84.0,0.0,88.0,-1.0,-2.0,-7.0,3.0,90.0,88.0,-1.0
160,80.0,-3.0,84.0,0.0,-28.0,0.0,4.0,112.0,108.0,-1.0
161,78.0,0.0,83.0,6.0,-42.0,0.0,4.0,126.0,122.0,-1.0
162,103.0,5.0,104.0,2.0,70.0,-27.0,1.0,35.0,34.0,-1.0
163,79.0,0.0,83.0,0.0,-28.0,31.0,4.0,112.0,108.0,-1.0
164,79.0,0.0,83.0,0.0,-32.0,-15.0,4.0,117.0,112.0,-1.0
165,83.0,0.0,86.0,1.0,-2.0,0.0,4.0,89.0,86.0,-1.0
166,83.0,0.0,86.0,0.0,-6.0,-9.0,3.0,94.0,90.0,-1.0
167,105.0,0.0,106.0,-4.0,72.0,10.0,1.0,34.0,34.0,-1.0
168,102.0,0.0,104.0,0.0,70.0,-17.0,1.0,34.0,32.0,-1.0
169,77.0,-3.0,81.0,0.0,-40.0,0.0,4.0,123.0,118.0,-1.0
170,80.0,1.0,84.0,6.0,-40.0,9.0,5.0,126.0,122.0,-1.0
171,81.0,0.0,84.0,5.0,-12.0,21.0,4.0,97.0,94.0,-1.0
172,81.0,1.0,85.0,0.0,-40.0,12.0,4.0,126.0,122.0,-1.0
173,82.0,0.0,85.0,-5.0,-10.0,0.0,3.0,95.0,92.0,-1.0
174,84.0,0.0,88.0,0.0,-2.0,-14.0,3.0,90.0,88.0,-1.0
175,102.0,0.0,103.0,5.0,70.0,-10.0,1.0,33.0,32.0,-1.0
176,79.0,0.0,84.0,4.0,-38.0,0.0,4.0,123.0,118.0,-1.0
177,84.0,2.0,87.0,0.0,0.0,0.0,3.0,87.0,84.0,-1.0
178,83.0,0.0,86.0,0.0,-4.0,-13.0,3.0,92.0,88.0,-1.0
179,81.0,0.0,85.0,0.0,-40.0,3.0,4.0,126.0,122.0,-1.0
180,84.0,-1.0,88.0,-3.0,6.0,-9.0,4.0,83.0,78.0,-1.0
181,102.0,-1.0,103.0,0.0,72.0,23.0,1.0,31.0,30.0,-1.0
182,79.0,0.0,83.0,0.0,-46.0,-9.0,4.0,130.0,126.0,-1.0
183,82.0,4.0,86.0,-1.0,-40.0,1.0,4.0,127.0,124.0,-1.0
184,101.0,0.0,102.0,1.0,72.0,19.0,1.0,30.0,28.0,-1.0
185,82.0,0.0,86.0,-2.0,-40.0,5.0,4.0,128.0,124.0,-1.0
186,80.0,4.0,84.0,8.0,-28.0,0.0,4.0,112.0,108.0,-1.0
187,82.0,0.0,86.0,0.0,-12.0,-12.0,3.0,99.0,96.0,-1.0
188,79.0,0.0,83.0,0.0,-42.0,12.0,4.0,127.0,122.0,-1.0
189,78.0,0.0,82.0,-1.0,-42.0,0.0,4.0,126.0,122.0,-1.0
190,104.0,1.0,106.0,9.0,72.0,2.0,2.0,33.0,32.0,-1.0
191,85.0,4.0,88.0,0.0,2.0,0.0,3.0,86.0,82.0,-1.0
192,83.0,0.0,87.0,0.0,-40.0,5.0,4.0,128.0,124.0,-1.0
