,0,1,2,3,4,5,6,7,8,labels
0,58.0,-3.0,91.0,0.0,56.0,0.0,33.0,34.0,0.0,-1.0
1,37.0,0.0,77.0,-5.0,30.0,-6.0,40.0,46.0,6.0,-1.0
2,42.0,2.0,83.0,0.0,42.0,0.0,40.0,41.0,2.0,-1.0
3,53.0,0.0,88.0,0.0,54.0,8.0,35.0,33.0,0.0,-1.0
4,45.0,0.0,84.0,0.0,44.0,-8.0,39.0,41.0,2.0,-1.0
5,37.0,0.0,77.0,0.0,-4.0,-30.0,41.0,83.0,42.0,-1.0
6,37.0,0.0,77.0,0.0,-22.0,-10.0,41.0,101.0,60.0,-1.0
7,39.0,3.0,93.0,-4.0,38.0,0.0,54.0,55.0,0.0,-1.0
8,49.0,0.0,95.0,-3.0,46.0,-24.0,46.0,48.0,2.0,-1.0
9,46.0,2.0,88.0,0.0,46.0,11.0,42.0,41.0,0.0,-1.0
10,49.0,2.0,106.0,0.0,46.0,-6.0,58.0,60.0,2.0,-1.0
11,49.0,2.0,95.0,-4.0,50.0,0.0,46.0,46.0,0.0,-1.0
12,45.0,0.0,84.0,0.0,46.0,14.0,38.0,37.0,0.0,-1.0
13,54.0,3.0,85.0,0.0,54.0,0.0,31.0,31.0,0.0,-1.0
14,49.0,0.0,88.0,0.0,50.0,4.0,39.0,39.0,0.0,-1.0
15,43.0,-4.0,84.0,0.0,42.0,-14.0,41.0,43.0,2.0,-1.0
16,37.0,1.0,77.0,0.0,34.0,0.0,41.0,44.0,2.0,-1.0
17,47.0,-1.0,88.0,1.0,46.0,0.0,40.0,41.0,0.0,-1.0
18,42.0,-2.0,80.0,8.0,42.0,0.0,38.0,39.0,0.0,-1.0
19,42.0,-2.0,86.0,0.0,42.0,0.0,44.0,45.0,0.0,-1.0
20,37.0,0.0,79.0,0.0,20.0,14.0,42.0,58.0,16.0,-1.0
21,38.0,0.0,76.0,0.0,36.0,-28.0,38.0,40.0,2.0,-1.0
22,56.0,0.0,86.0,1.0,56.0,1.0,31.0,30.0,0.0,-1.0
23,44.0,1.0,87.0,-4.0,44.0,12.0,43.0,43.0,0.0,-1.0
24,37.0,-4.0,106.0,0.0,36.0,31.0,68.0,69.0,2.0,-1.0
25,45.0,-2.0,78.0,-7.0,46.0,20.0,33.0,32.0,0.0,-1.0
26,40.0,4.0,86.0,0.0,38.0,0.0,46.0,48.0,2.0,-1.0
27,40.0,-5.0,81.0,0.0,38.0,0.0,41.0,43.0,2.0,-1.0
28,48.0,0.0,81.0,-7.0,46.0,0.0,33.0,34.0,2.0,-1.0
29,37.0,0.0,78.0,0.0,16.0,8.0,41.0,63.0,22.0,-1.0
30,37.0,0.0,78.0,0.0,0.0,-4.0,42.0,78.0,36.0,-1.0
31,37.0,3.0,77.0,2.0,0.0,6.0,40.0,77.0,38.0,-1.0
32,46.0,0.0,91.0,4.0,46.0,0.0,45.0,44.0,0.0,-1.0
33,45.0,-2.0,82.0,0.0,44.0,-1.0,37.0,38.0,2.0,-1.0
34,37.0,0.0,80.0,-2.0,-2.0,0.0,43.0,83.0,40.0,-1.0
35,41.0,1.0,78.0,0.0,38.0,0.0,37.0,39.0,2.0,-1.0
36,43.0,0.0,78.0,-4.0,42.0,-7.0,35.0,37.0,2.0,-1.0
37,44.0,1.0,79.0,0.0,44.0,8.0,35.0,35.0,0.0,-1.0
38,50.0,2.0,82.0,0.0,50.0,0.0,32.0,33.0,2.0,-1.0
39,44.0,0.0,109.0,0.0,44.0,0.0,65.0,66.0,0.0,-1.0
40,37.0,0.0,96.0,-1.0,12.0,0.0,59.0,83.0,24.0,-1.0
41,53.0,-5.0,87.0,0.0,54.0,4.0,34.0,33.0,0.0,-1.0
42,62.0,0.0,109.0,3.0,60.0,0.0,47.0,49.0,2.0,-1.0
43,41.0,0.0,88.0,0.0,42.0,31.0,48.0,47.0,0.0,-1.0
