,0,1,2,3,4,5,6,7,8,labels
0,51.0,0.0,102.0,0.0,52.0,0.0,51.0,50.0,0.0,-1.0
1,37.0,0.0,82.0,0.0,38.0,23.0,45.0,43.0,0.0,-1.0
2,44.0,1.0,79.0,0.0,44.0,4.0,35.0,35.0,0.0,-1.0
3,37.0,0.0,76.0,-5.0,30.0,-21.0,39.0,45.0,6.0,-1.0
4,43.0,0.0,88.0,-1.0,44.0,25.0,45.0,44.0,0.0,-1.0
5,46.0,1.0,78.0,0.0,46.0,5.0,32.0,32.0,0.0,-1.0
6,37.0,0.0,79.0,0.0,8.0,4.0,42.0,71.0,28.0,-1.0
7,45.0,0.0,78.0,0.0,46.0,10.0,33.0,32.0,0.0,-1.0
8,49.0,0.0,78.0,0.0,50.0,27.0,29.0,29.0,0.0,-1.0
9,53.0,0.0,84.0,0.0,52.0,-6.0,31.0,32.0,2.0,-1.0
10,37.0,0.0,83.0,0.0,10.0,5.0,46.0,72.0,26.0,-1.0
11,46.0,0.0,89.0,8.0,46.0,0.0,43.0,42.0,0.0,-1.0
12,37.0,0.0,108.0,-5.0,34.0,-2.0,71.0,74.0,4.0,-1.0
13,43.0,0.0,77.0,0.0,44.0,23.0,34.0,33.0,0.0,-1.0
14,37.0,0.0,76.0,0.0,38.0,8.0,38.0,37.0,0.0,-1.0
15,47.0,3.0,86.0,2.0,46.0,0.0,39.0,40.0,0.0,-1.0
16,37.0,0.0,76.0,0.0,36.0,16.0,38.0,39.0,2.0,-1.0
17,44.0,-5.0,76.0,0.0,44.0,0.0,31.0,32.0,0.0,-1.0
18,44.0,4.0,93.0,0.0,44.0,16.0,50.0,50.0,0.0,-1.0
19,47.0,3.0,88.0,2.0,46.0,0.0,41.0,41.0,0.0,-1.0
20,48.0,3.0,81.0,3.0,46.0,0.0,32.0,34.0,2.0,-1.0
21,44.0,-1.0,106.0,-3.0,42.0,-27.0,62.0,64.0,2.0,-1.0
22,51.0,0.0,84.0,0.0,52.0,7.0,33.0,33.0,0.0,-1.0
23,37.0,0.0,83.0,0.0,34.0,-5.0,46.0,49.0,2.0,-1.0
24,43.0,0.0,85.0,-4.0,42.0,0.0,42.0,44.0,2.0,-1.0
25,44.0,1.0,75.0,0.0,44.0,6.0,31.0,31.0,0.0,-1.0
26,45.0,1.0,86.0,0.0,44.0,0.0,42.0,42.0,0.0,-1.0
27,49.0,1.0,86.0,0.0,50.0,31.0,38.0,37.0,0.0,-1.0
28,37.0,0.0,80.0,0.0,10.0,0.0,43.0,70.0,26.0,-1.0
29,41.0,0.0,80.0,0.0,42.0,24.0,39.0,39.0,0.0,-1.0
30,37.0,-1.0,76.0,-3.0,28.0,-15.0,39.0,48.0,8.0,-1.0
31,41.0,0.0,77.0,1.0,42.0,2.0,36.0,36.0,0.0,-1.0
32,37.0,0.0,104.0,2.0,26.0,15.0,67.0,78.0,12.0,-1.0
33,48.0,3.0,77.0,-7.0,46.0,0.0,29.0,30.0,2.0,-1.0
34,59.0,-5.0,84.0,0.0,60.0,6.0,25.0,24.0,0.0,-1.0
35,41.0,0.0,89.0,3.0,42.0,30.0,48.0,48.0,0.0,-1.0
36,37.0,0.0,75.0,-1.0,26.0,-9.0,38.0,49.0,10.0,-1.0
37,44.0,0.0,76.0,3.0,44.0,0.0,32.0,32.0,0.0,-1.0
38,37.0,-2.0,78.0,0.0,-2.0,0.0,41.0,81.0,40.0,-1.0
39,44.0,0.0,95.0,0.0,44.0,1.0,52.0,51.0,0.0,-1.0
40,46.0,0.0,79.0,0.0,44.0,-30.0,34.0,35.0,2.0,-1.0
